ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	ADDON_TYPE3	ADDON_VALUE3	ADDON_TYPE4	ADDON_VALUE4	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
90711	PvM 2 2Hand+1	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	275000	90712	2	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	2	APPLY_NONE	0	0	0	0	236	290	0	0	3	-1
90712	PvM 2 2Hand+2	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	305000	90713	3	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	3	APPLY_NONE	0	0	0	0	246	307	0	0	3	-1
90713	PvM 2 2Hand+3	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	90714	4	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	4	APPLY_NONE	0	0	0	0	256	315	0	0	3	-1
90714	PvM 2 2Hand+4	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	415000	90715	5	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	5	APPLY_NONE	0	0	0	0	266	324	0	30	3	-1
90715	PvM 2 2Hand+5	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	520000	90716	6	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	6	APPLY_NONE	0	0	0	0	276	334	0	40	3	-1
90716	PvM 2 2Hand+6	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	680000	90717	7	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	7	APPLY_NONE	0	0	0	0	286	345	0	50	3	-1
90717	PvM 2 2Hand+7	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	915000	90718	8	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	8	APPLY_NONE	0	0	0	0	296	357	0	65	3	-1
90718	PvM 2 2Hand+8	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1280000	90719	9	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	9	APPLY_NONE	0	0	0	0	336	360	0	80	3	-1
90719	PvM 2 2Hand+9	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1925000	90760	8820	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	0	APPLY_NONE	10	APPLY_NONE	0	0	0	0	376	400	0	100	4	-1
90720	PvM 2 Dolche+0	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	360000	90721	1	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	1	0	0	0	1210	1215	0	0	3	-1
90721	PvM 2 Dolche+1	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	395000	90722	2	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	2	0	0	0	1220	1225	0	0	3	-1
90722	PvM 2 Dolche+2	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	435000	90723	3	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	3	0	0	0	1230	1235	0	0	3	-1
90723	PvM 2 Dolche+3	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	500000	90724	4	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	4	0	0	0	1240	1245	0	0	3	-1
90724	PvM 2 Dolche+4	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	600000	90725	5	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	5	0	0	0	1250	1255	0	30	3	-1
90725	PvM 2 Dolche+5	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	750000	90726	6	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	6	0	0	0	1260	1265	0	40	3	-1
90726	PvM 2 Dolche+6	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	975000	90727	7	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	7	0	0	0	1270	1275	0	50	3	-1
90727	PvM 2 Dolche+7	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1320000	90728	8	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	8	0	0	0	1280	1285	0	65	3	-1
90728	PvM 2 Dolche+8	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1845000	90729	9	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	9	0	0	0	1290	1295	0	80	3	-1
90729	PvM 2 Dolche+9	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2770000	90770	8820	5	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	10	0	0	0	1300	1310	0	100	4	-1
90730	PvM 2 Bogen+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	250000	90731	1	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	1	0	0	0	226	274	0	0	3	-1
90731	PvM 2 Bogen+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	275000	90732	2	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	2	0	0	0	236	290	0	0	3	-1
90732	PvM 2 Bogen+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	305000	90733	3	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	3	0	0	0	246	307	0	0	3	-1
90733	PvM 2 Bogen+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	90734	4	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	4	0	0	0	256	315	0	0	3	-1
90734	PvM 2 Bogen+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	415000	90735	5	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	5	0	0	0	266	324	0	30	3	-1
90735	PvM 2 Bogen+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	520000	90736	6	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	6	0	0	0	276	334	0	40	3	-1
90736	PvM 2 Bogen+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	680000	90737	7	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	7	0	0	0	286	345	0	50	3	-1
90737	PvM 2 Bogen+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	915000	90738	8	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	8	0	0	0	296	357	0	65	3	-1
90738	PvM 2 Bogen+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1280000	90739	9	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	9	0	0	0	336	360	0	80	3	-1
90739	PvM 2 Bogen+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1925000	90780	8820	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	APPLY_ENCHANT_WIND	10	0	0	0	376	400	0	100	4	-1
90740	PvM 2 Glocke+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA|ANTI_ASSASSIN|ANTI_SURA|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	360000	90741	1	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_ENCHANT_WIND	1	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	0	0	0	1050	1060	0	0	3	-1
90741	PvM 2 Glocke+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA|ANTI_ASSASSIN|ANTI_SURA|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	395000	90742	2	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_ENCHANT_WIND	2	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	0	0	0	1060	1065	0	0	3	-1
90742	PvM 2 Glocke+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA|ANTI_ASSASSIN|ANTI_SURA|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	435000	90743	3	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_ENCHANT_WIND	3	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	0	0	0	1070	1080	0	0	3	-1
90743	PvM 2 Glocke+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA|ANTI_ASSASSIN|ANTI_SURA|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	500000	90744	4	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_ENCHANT_WIND	4	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	0	0	0	1085	1090	0	0	3	-1
90744	PvM 2 Glocke+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA|ANTI_ASSASSIN|ANTI_SURA|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	600000	90745	5	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_ENCHANT_WIND	5	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	0	0	0	1095	1100	0	30	3	-1
90745	PvM 2 Glocke+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA|ANTI_ASSASSIN|ANTI_SURA|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	750000	90746	6	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_ENCHANT_WIND	6	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	0	0	0	1110	1120	0	40	3	-1
90746	PvM 2 Glocke+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA|ANTI_ASSASSIN|ANTI_SURA|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	975000	90747	7	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_ENCHANT_WIND	7	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	0	0	0	1130	1140	0	50	3	-1
90747	PvM 2 Glocke+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA|ANTI_ASSASSIN|ANTI_SURA|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1320000	90748	8	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_ENCHANT_WIND	8	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	0	0	0	1150	1160	0	65	3	-1
90748	PvM 2 Glocke+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA|ANTI_ASSASSIN|ANTI_SURA|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1845000	90749	9	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_ENCHANT_WIND	9	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	0	0	0	1165	1170	0	80	3	-1
90749	PvM 2 Glocke+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA|ANTI_ASSASSIN|ANTI_SURA|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2770000	90790	8820	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	50	APPLY_ENCHANT_WIND	10	APPLY_NONE	0	APPLY_NONE	0	APPLY_ATTBONUS_HUMAN	-250	0	0	0	1176	1200	0	100	4	-1
90500	PvM1Kr+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90501	1001	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	1	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	50	0	3	0
90501	PvM1Kr+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90502	1002	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	2	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	55	0	3	0
90502	PvM1Kr+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90503	1003	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	3	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	60	0	3	0
90503	PvM1Kr+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90504	1004	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	4	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	65	0	3	0
90504	PvM1Kr+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90505	1005	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	5	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	70	0	3	0
90505	PvM1Kr+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90506	1006	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	6	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	75	0	3	0
90506	PvM1Kr+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90507	1007	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	7	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	80	0	3	0
90507	PvM1Kr+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90508	1008	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	8	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	85	0	3	0
90508	PvM1Kr+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90509	1009	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	9	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	90	0	3	0
90509	PvM1Kr+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90540	8810	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	95	0	3	0
90510	PvM1Ninja+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90511	1001	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	1	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	50	0	3	0
90511	PvM1Ninja+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90512	1002	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	2	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	55	0	3	0
90512	PvM1Ninja+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90513	1003	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	3	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	60	0	3	0
90513	PvM1Ninja+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90514	1004	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	4	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	65	0	3	0
90514	PvM1Ninja+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90515	1005	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	5	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	70	0	3	0
90515	PvM1Ninja+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90516	1006	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	6	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	75	0	3	0
90516	PvM1Ninja+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_STACK|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	90517	1007	0	LEVEL	120	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	7	APPLY_ATTBONUS_HUMAN	-250	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	10	0	24	0	80	0	3	0
